SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,3672,1,2,2013,810.2375028,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,,,1,1950000,,,1,2,50000,1,,2,2,1,2,,2,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,5,2,,2,1,2,,2,,,,,,,3,,,,,2,1,2,2,4,4,,,2,1,2,2,2,2,,,,,,,1,2,,12,2,2,1,1,,,,2,1,,,,3,3,,1500000,,2,1,2,1,1,1,4,12,1,4,1,1,1,1,2,1,2,2,1,,2,1,,,100,5,6,,2010,,,,,,,,,,,,,,2,2,4,2,,8,,,,,5,1000000,,,,,1904.583333,253904.5833
,3674,1,2,2013,267.6586725,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,170,,2,,,,2,2,1000,2,,,,,,,,,2,,,,2,2,1,1,2,1,2,2,1,1,1,2,,2,2,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,3,3,,,2,,2,2,2,2,,,,,,,7,2,,12,,0,2,2,,,,2,,,,,5,5,,,,2,2,2,1,2,1,3,4,,2,2,1,2,1,2,2,2,2,,,2,2,,,70,5,5,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,62550,62550
,3675,1,2,2013,131.6456138,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,,1,99999998,,,1,2,5000,1,,2,1,2,2,,2,,,,2,,2,1,1,2,2,1,2,2,2,2,2,1,1,2,,3,3,2,,2,2,2,,2,,,,,,,3,,,,,2,2,2,2,4,3,,,2,1,2,2,2,2,,,,,,,3,2,,,,1,2,2,,,,2,2,,,,3,3,,105000,,2,3,2,2,1,1,2,4,2,2,1,2,2,2,2,2,1,2,1,,2,,,,100,5,7,,1998,,,,,,,,,,,,,,2,1,4,2,,9,,,,,2,99999998,,,,,27130.33333,132730.3333
,3676,1,2,2013,575.7636243,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,2000000,,,2,2,99999998,1,,2,1,1,1,,2,,,,2,,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,99999998,2,2,,2,1,2,,2,,,,,,,1,,,99999998,99999998,,1,1,1,4,4,,,3,1,2,2,2,2,,2,,2,,,8,2,,3,,1,2,1,,,,1,1,,,,99999998,3,,1000000,,2,1,2,1,1,2,4,7,2,4,2,2,2,2,2,2,2,2,1,,1,2,,,109,5,8,,2001,,,,,,,0,,,0,,,,2,1,4,2,,8,,,,,4,,,,,,0,660022
,3677,1,2,2013,683.1541089,1,1,1,1,3,0,0,0,0,0,0,100,0,0,0,0,4,4,2,2,,1,,,1,600000,,,2,2,30000,1,,1,2,2,,,2,,,,2,,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,,2,1,2,,2,,,,,,,3,,,,99999998,,1,2,1,4,3,,,2,,1,2,2,2,,,,,,,1,2,,2,,1,2,1,,,,2,,,,,2,3,,99999998,,2,4,2,1,2,2,4,8,1,4,2,1,1,1,2,2,2,2,1,,1,2,,,80,4,5,,1992,,,,,,,,,,0,,,,2,1,4,2,,6,,,,,3,,,,,,0,241854
,3679,1,2,2013,166.4155101,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,1,,,2,800000,,,1,2,10000,1,,1,2,1,,,2,,,,2,,2,2,2,2,1,2,2,2,1,1,1,1,2,2,,3,2,2,,2,1,2,,2,,,,,,,3,100000,,,99999998,2,2,2,1,4,4,,,2,,2,2,2,2,,,,,,,5,2,,,,0,2,2,,,1,2,1,,,,3,3,,164000,,2,1,2,2,2,1,3,4,2,3,1,1,1,1,2,2,2,2,1,,1,,,,100,4,6,,1992,12,2013,2,,,,,,,0,,,,2,1,4,1,,11,,,,,3,100000,,,,,34761,211161
,3680,1,2,2013,699.8012489,2,,1,,1,18000,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,,1,850000,,,2,2,4000,1,,2,2,2,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,1,4,4,,,2,1,2,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,2,,,,4,3,,225000,,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,,2,,,,110,5,8,,2003,,,,,,,,,,,,,,2,1,4,2,,4,,,,,3,,,,,,64509.75,139845.75
,3681,1,2,2013,419.8384219,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,99999998,,,1,2,0,1,,1,1,1,2,,2,,,,2,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,,4,3,2,,2,1,2,,2,,,,,,,3,,,,,2,2,2,1,2,2,,,2,,1,2,2,2,,,,,,,1,2,,,,1,2,2,,,,2,,,,,5,3,,99999998,,2,4,2,2,2,1,3,6,2,4,2,2,1,1,2,2,2,2,1,,2,,,,60,5,6,,99999998,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,2,100000,,,,,21107.75,54707.75
,3683,1,2,2013,384.2961898,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,,1,,,1,99999998,,,1,2,20000,1,,1,2,1,,,2,,,,2,,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,3,3,2,,2,2,2,,2,,,,,,,3,,,,15000,2,2,2,2,4,3,,,2,,1,2,2,2,,,,,,,1,2,,2,,1,1,1,,,,2,2,,,1,99999998,4,,105000,,2,1,2,1,2,2,4,7,1,4,2,2,2,1,2,1,2,2,1,,1,2,,,100,4,5,,1997,,,,,,,,,,11,2013,1,,2,1,4,2,,10,,,,,3,60000,,,,,42756.83333,232356.8333
,3684,1,2,2013,266.7208614,1,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,1,2,5000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,4,2,,2,2,2,,2,,,,,,,2,,,,,1,2,2,2,3,3,,,3,,1,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,2,,,,3,4,,75000,,2,3,2,2,2,1,4,4,1,2,2,1,1,1,2,2,1,2,1,,2,,,,72,2,4,,1996,,,,,,,,,,,,,,2,1,4,2,,9,,,,,2,60000,,,,,62035,62035
,3685,1,2,2013,639.7452375,2,,1,,2,0,0,0,0,0,2000,0,0,0,0,0,3,2,1,1,1,2,4500,,2,,,,1,1,30000,1,,2,2,1,,,,2,1,1,,,2,2,1,2,2,2,2,2,2,2,2,1,,2,,1,2,2,2,,1,,,,2,2,1,2,2,2,3,,,,,2,1,2,1,2,2,,,2,,2,2,2,2,,2,,2,,,1,2,,,,0,2,2,,,,1,,,,,2,2,,,,2,2,2,2,2,1,,,,,2,2,2,2,2,2,2,2,,,2,,35000,,40,4,8,,,,,,,,,,,,,,,,,1,8,2,,,,,,,5,580000,,,,,1863.666667,707663.6667
,3686,1,2,2013,367.4046641,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,100,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,2,2,2,1,2,2,2,1,2,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,3,,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,5,4,,,,2,3,2,2,2,2,3,3,,2,1,1,1,1,2,1,2,2,,,2,,,,55,2,6,,,,,,,,,,,,,,,,,1,4,2,,,,,,,2,,,,,,33258.5,33258.5
,3687,1,2,2013,407.4358427,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,2000,,1,,,,2,2,12000,1,,2,2,2,,,,,2,,,,2,1,1,2,2,2,2,2,2,2,2,2,,2,2,1,2,2,2,,1,2,,,,,,,,,3,35000,,,35000,,1,2,1,2,2,,,3,,1,2,2,2,,,,,,,5,2,,12,,0,2,2,,,1,2,,,,1,2,2,,,,2,4,2,1,2,2,2,1,,2,1,1,2,2,2,2,1,2,,,1,2,,,30,1,3,,,1,2014,5,,,,,,,1,2014,5,,,1,4,1,,,,,,,3,,,,,,0,204000
,3689,1,2,2013,355.1699823,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,,,2,1200000,,,1,2,25000,1,,2,1,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,2,2,,2,2,2,,2,,,,,,,3,80000,,,,2,2,2,2,4,3,,,2,,1,2,2,2,,,,,,,1,2,,12,,0,2,2,,,1,2,2,,,,3,4,,120000,,2,3,2,1,2,1,2,4,1,2,2,1,1,2,2,2,2,2,1,,2,2,,,100,5,4,,1992,12,2013,1,,,,,,,,,,,1,1,4,1,,8,,,,,1,76000,,,,,36655.33333,184255.3333
,3690,1,2,2013,260.5456115,2,,1,,2,0,0,0,0,0,18000,0,0,0,0,0,4,2,1,1,2,2,4500,,1,,,99999999,2,2,99999998,1,,2,1,1,,,,,2,,,,2,1,2,2,2,1,2,1,2,2,2,99999998,,2,,2,2,2,2,,1,2,,,,,,,,,3,99999998,,,,,1,99999998,1,5,5,,,3,1,3,2,2,2,,,,,,1100000,5,1,,,,2,2,1,,,,2,,,,,3,3,,,1,2,4,99999998,2,1,1,4,7,,4,2,2,2,1,1,2,1,2,,,2,,,,110,5,9,,,0,,,,,,,,,,,,,,1,3,1,,,,,,,5,,,,,,19198.16667,478690.1667
,3693,1,2,2013,495.2904987,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,,,1,1300000,,,1,2,40000,1,,2,2,1,1,,2,,,,2,,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,3,2,,2,1,2,,2,,,,,,,3,10000,,,,2,1,2,1,4,4,,,3,1,2,2,2,2,,4,,,,,4,2,,12,,2,2,1,,,1,1,1,,,,3,3,,960000,,2,3,2,1,1,1,5,16,1,4,2,1,1,1,2,1,2,1,1,,2,2,,,90,3,8,,2009,1,2014,10,,,,,,,,,,,2,1,4,1,,5,,,,,1,490000,,,,,4466,388466
,3694,1,2,2013,352.8901415,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,110,,2,,,,2,2,0,2,,,,,,,,,2,,,,2,2,1,1,2,2,2,2,1,2,1,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,1,,1,2,2,2,,,,,,,99999998,2,,,,0,2,2,,,,2,,,,,4,3,,,,2,2,2,2,2,1,3,3,,2,2,1,2,1,2,2,2,2,,,2,,,,40,3,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,3,,,,,,35532,35532
,3695,1,2,2013,797.5246093,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,500000,,,1,1,20000,1,99999998,2,1,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,5,2,,2,2,1,99999998,2,2,2,2,1,2,1,3,3000,,,,2,1,2,1,3,3,2,1,3,,1,2,2,1,,,,,,,4,2,,12,2,0,1,2,,,1,2,2,,,,5,4,,62500,,2,3,2,1,2,2,,,1,,2,1,2,1,2,2,2,2,1,,2,1,60000,,62,5,99999998,,1995,11,2013,10,,,,,,,,,,,2,1,5,1,,1,,,,,2,99999998,99999998,,,,15012.5,142627.5
,3697,1,2,2013,486.1216743,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,1200,,2,,,,2,2,99999998,2,,,,,,,,,2,,,,2,2,2,2,1,2,1,2,2,2,2,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,2,,1,2,2,2,,,,,,,8,2,,,,4,2,2,,,,2,,,,,4,3,,,,2,,2,2,2,2,5,15,,8,2,1,2,1,2,2,2,2,,,2,,,,99999998,1,9,,,,,,,,,,,,,,,,,1,4,2,,,,,,,2,,,,,,35587,35587
,3698,1,2,2013,542.7463883,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,600000,,,2,2,99999998,2,,,,,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,3,,,3,1,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,1,,,,3,3,,125000,,2,1,2,2,1,1,2,4,2,2,99999998,1,2,1,2,2,2,2,1,,2,,,,70,4,6,,1993,,,,,,,,,,,,,,2,1,4,2,,5,,,,,3,,,,,,60628.5,60628.5
,3699,1,2,2013,393.2894772,2,,2,,,0,0,12000,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,22000,1,,2,1,1,2,,2,,,,2,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,4,4,2,,2,1,2,,2,,,,,,,3,,,,,,2,2,1,4,4,,,3,1,2,2,2,2,,,,,,200000,5,2,,1,,1,2,1,,,,2,1,,,,4,3,,1200000,1,1,3,2,1,1,1,4,6,1,4,2,1,2,1,2,2,1,2,1,,2,2,,,90,4,7,,2013,,,,,,,,,,,,,,1,1,4,2,,3,,,,,3,,,,,,37476.5,105476.5
,3701,1,2,2013,507.6840627,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,2,2400,,2,,,,2,1,14500,2,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,4,5,2,2,,2,2,,,2,2,2,1,2,2,3,,,,,,2,2,1,4,4,,,2,,1,2,2,2,,,,,,,1,2,2,12,,0,2,2,,,,2,,,,,2,2,,,,2,4,2,1,2,2,4,4,,2,2,2,2,2,2,2,1,2,,,2,2,8000,,85,1,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,5072.5,123500.5
,3702,1,2,2013,585.8297662,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,,500,2,2700000,,,1,2,30000,1,,2,1,1,,1700000,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,,2,1,,,2,,,,,,,3,43000,40000,,,2,1,2,1,5,5,,,4,,4,2,2,2,,,,,,,6,2,,6,,0,2,1,1,1,1,2,,1,,,3,3,90000,,,2,1,1,1,,1,,,,,2,1,2,1,2,1,2,1,2,1,2,2,,3,240,4,9,2011,,11,2013,5,11,2013,5,,,,,,,,2,1,7,1,10,,0,,100,,1,1050000,,,,,4369.666667,586573.6667
,3703,1,2,2013,385.7722329,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,1,,,2,1200000,,,2,2,5000,1,,2,1,1,,,2,,,,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,1,4,4,,,2,,1,2,2,2,,,,,,,3,2,,,,0,1,2,,,,2,1,,,,3,3,,1000000,,2,1,2,2,2,2,3,5,1,2,2,2,2,2,2,2,2,2,1,,2,,,,55,5,3,,2011,,,,,,,,,,,,,,2,1,4,2,,5,,,,,5,,,,,,67920,100920
,3704,1,2,2013,266.2683876,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,,2,99999998,1900000,,1,2,15000,1,,2,2,1,2,,1,,,,2,,2,2,2,2,1,2,2,2,1,2,2,2,1,2,,2,2,2,,1,1,2,,2,,,,,,,3,,,100000,,2,1,1,1,4,4,,,2,2,2,2,2,2,,,,,,,4,2,,,,1,2,2,,,,2,1,,1,,2,2,,519000,,2,3,2,2,1,2,4,7,2,4,2,1,1,1,2,2,1,2,1,,2,,,,86,4,7,,1998,,,,,,,12,2013,31,,,,99999998,2,1,3,2,,5,,,,,4,1164000,,,,,23367.75,471779.75
,3705,1,2,2013,711.2404399,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,1350000,,,1,1,50000,1,,2,1,1,1,,2,,,,2,,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,4,2,,2,1,2,,2,2,2,2,1,2,2,3,,,,,1,1,2,1,3,3,,,3,1,2,2,2,2,,,,,,,4,2,,12,,3,2,2,,,,2,1,,,,3,2,,786000,,2,3,2,1,1,1,5,17,2,6,1,1,2,1,1,1,1,2,1,,2,2,30000,,100,5,8,,2004,,,,,,,,,,,,,,2,1,4,2,,8,,,,,5,464000,,,,,0,414204
,3706,1,2,2013,347.2421321,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,1,,,1,700000,,,2,2,1000,1,,2,2,2,,,2,,,,2,,2,1,2,2,2,1,2,2,2,1,2,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,4,4,,,2,,2,2,2,2,,,,,,,6,2,,,,1,2,2,,,,2,2,,,,3,5,,104000,,2,1,2,2,2,1,5,9,2,3,2,1,2,1,2,2,2,2,1,,2,,,,110,4,7,,1999,,,,,,,,,,,,,,2,1,4,2,,1,,,,,2,,,,,,66330.25,98330.25
,3709,1,2,2013,758.3990435,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,,2,,2,600,,2,,,,2,2,8000,1,,1,2,1,,,,,2,,,,2,2,2,2,1,1,2,2,2,2,2,2,,2,2,2,3,2,2,,2,2,,,,,,,,,3,,,,,,1,2,1,4,3,,,2,,2,2,2,2,,,,,,,1,2,,12,,1,2,2,,,,2,,,,,3,2,,,,2,2,2,1,2,2,4,8,,4,2,1,2,1,2,2,2,2,,,2,2,,,100,5,5,,,,,,,,,,,,,,,,,1,4,2,,,,,,,2,,,,,,0,114000
,3710,1,2,2013,613.0127228,2,,1,,1,14400,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1000000,,,2,2,10000,1,,2,2,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,3,,,2,,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,2,,,,99999998,3,,67000,,2,1,2,2,2,2,3,4,1,4,2,1,1,1,2,2,2,2,1,,2,,,,70,5,5,,1993,,,,,,,,,,,,,,2,1,4,2,,3,,,,,4,,,,,,44700,176472
,3711,1,2,2013,267.6586725,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,3,99999998,,,2,2,0,2,,,,,,,2,,,,2,,2,2,2,1,1,1,2,2,1,1,1,2,2,2,,3,3,2,,2,2,1,20,2,,,,,,,3,,,,,,2,2,2,2,2,1,,2,,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,1,,,,99999998,3,,16500,,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,,2,,,,34,3,99999998,,2009,,,,,,,,,,,,,,2,1,4,2,,1,,,,,99999998,,,,,,40363,40363
,3712,1,2,2013,613.0127228,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,160,,2,,,,2,2,0,1,,2,2,1,,,,,2,,,,2,2,1,2,2,2,2,2,2,2,2,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,1,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,3,3,,,,2,4,2,2,2,2,4,3,,2,2,2,1,1,2,2,2,2,,,2,,,,48,3,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,77160,77160
,3714,1,2,2013,267.6586725,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,99999998,2,,,,,,,2,,,,2,,1,1,2,2,1,1,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,2,2,,,2,,2,2,2,2,,,,,,,5,2,,,,0,2,1,,,,2,2,,,,99999998,3,,75000,,2,,2,2,2,2,3,3,1,2,2,1,1,1,2,1,2,2,1,,2,,,,99999998,1,99999998,,1997,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,3,,,,,,77160,77160
,3715,1,2,2013,237.324225,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,260,,2,,,,2,2,0,2,,,,,,,,,2,,,,2,2,2,2,2,1,2,2,2,2,2,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,2,2,,,1,,1,2,2,2,,,,,,,4,2,,,,1,2,1,,,,2,,,,,3,3,,,,2,4,2,2,2,2,5,8,,99999998,2,1,2,1,2,1,1,2,,,2,,,,35,1,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,3,,,,,,34761,34761
,3716,1,2,2013,448.2980002,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,2833,,2,,,,2,2,99999998,1,,1,2,1,,,,,2,,,,2,1,2,2,2,1,2,2,1,2,1,2,,2,,4,3,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,4,4,,,3,,2,2,2,2,,,,,,,4,2,,,,0,1,2,,,,2,,,,,3,3,,,,2,2,2,2,2,2,3,3,,4,2,2,2,1,2,2,2,2,,,2,,,,116,4,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,2,,,,,,22781.5,22781.5
,3717,1,2,2013,584.3578694,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,1200000,,,2,2,99999998,1,,2,2,2,,,2,,,,2,,2,1,1,1,2,2,2,2,1,1,1,2,1,2,,3,2,2,,2,2,2,,2,,,,,,,3,,,,,,1,2,1,1,1,,,2,1,2,2,2,2,,,,,,,6,2,,,,2,2,2,,,,2,2,,,,3,3,,140000,,2,3,2,2,1,1,4,9,2,4,2,1,2,1,2,2,2,2,1,,2,,,,98,3,8,,2000,,,,,,,,,,,,,,2,1,4,2,,10,,,,,99999998,,,,,,0,177204
,3719,1,2,2013,535.9332543,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,3500,,1,,,,2,2,5000,1,,2,2,1,,,,2,1,1,,,1,2,2,2,2,2,2,2,2,2,2,2,,2,,3,2,2,2,,2,,,,,,,,,,3,,,,,,2,2,2,1,4,,,2,1,1,2,2,2,,,,,,,5,2,,,,1,2,2,,,,2,,,,,3,4,,,,2,3,2,2,1,1,4,7,,3,2,1,2,1,2,2,2,1,,,2,,,,100,5,7,,,,,,,,,,,,,,,,,1,4,2,,,,,,,3,,,,,,37148,108608
,3720,1,2,2013,534.1839672,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,3750,,2,,,,2,1,15000,1,,2,1,1,,,,,2,,,,2,2,2,2,1,1,2,2,2,2,2,1,,2,2,4,5,2,2,,1,2,,,2,2,2,1,2,2,3,60000,,,,,1,2,1,4,4,,,2,1,2,2,2,2,,,,,,,8,2,,12,,1,1,2,,,1,2,,,,,99999998,4,,,,2,4,2,1,1,1,3,4,,4,2,2,2,1,2,2,2,2,,,2,2,80000,,100,3,99999998,,,3,2014,1,,,,,,,,,,,,1,4,1,,,,,,,2,,,,,,4281.666667,259881.6667
,3721,1,2,2013,533.3352667,2,,2,,,30000,0,0,0,0,0,3960,0,0,0,0,2,2,1,1,,1,,,2,700000,,,2,2,4500,1,,2,2,1,,,2,,,,2,,2,1,2,2,2,2,2,2,2,1,2,2,99999998,2,,4,4,2,,2,2,2,,2,,,,,,,3,,,,200000,,2,2,1,3,3,,,2,,2,2,2,2,,3,,,,,3,2,,,,1,2,2,,,,1,2,,,1,4,4,,103000,,2,3,2,2,2,2,4,9,1,4,2,1,2,2,2,2,2,2,1,,1,,,,76,5,6,,2001,,,,,,,,,,1,2014,15,,2,1,4,2,,12,,,,,3,,,,,,39238,73198
