Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,MbNifkadGalKodem,HDividendShnatit,HEsekShnatit,HHashkaotShnatit,HRibitShnatit,HSchirutShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,GodelKarkaLoChaklait,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,KarkaChaklaitSetach,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_SetachMigrashBayitprati,M_ShuviDira,m_YeshAshrai,SchumHalvaaLoDiyur1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,BituachMenahalimMb1,GemelVPizuyimMB1,kHishMB1,kNeemanutMB1,kPensiaMB1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,PikdonotMB1,PniyaBank1,TChisachonMB1,m_KesefMB1,m_SchumHalvaaDiyur1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1
4196,,4,2016,440.465248,1,1300,0,0,0,0,0,36000,0,0,0,98400,20673,156373,1,0,1,1,0,,,730000,250000,,,2,2,10000,330,99999998,1,,26,,74,,,,7,,,2,1,2,2,2,2,600000,2,,2,,,,,,,,,,,,,,,1,1,,3,4,2,,2,,,,2,5,5,,,1,3,2,,,2,,2,,,,,,2,0,2,1,3,2,27000,,,2,3,1,1,,,,,,,,,,,,,2,1,,170,2,7,1995,,1,7,1,1,1,,1,2,,2,2,,,,,2,1,2,1,2,,,,2,,2,5,0,,,,6,2016,24,6,2016,24,,,,,,,,,,,,,,,,,,2,1,1,,1,2
4198,,4,2016,284.4903267,1,0,0,0,0,0,0,0,0,0,0,0,48921,48921,1,0,1,1,0,,,,,,,2,2,0,,99999998,0,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,2,2,,4,5,2,,2,2,,,3,4,3,,,,2,2,,,2,,2,,,,,,2,1,2,2,4,4,,,,2,3,2,1,3,4,,3,,,,,,,,,,,,100,3,,,,4,4,,,2,2,2,1,,2,2,2,1,2,2,2,2,2,2,2,,,,2,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,
4201,,4,2016,601.4165898,1,0,0,0,0,0,0,0,0,0,0,0,34394.91667,34394.91667,2,0,2,1,1,,,,,,,2,1,3000,,,1,40000,,,,,,,,340,,,,2,2,99999998,,,,,2,,,,,,,,,,,,,,,,2,,4,5,2,2,,2,,,3,2,2,,,,1,2,,,2,,2,,,,,,2,2,2,2,2,3,,,,2,4,2,1,5,10,,6,,,,,,,,,,,,30,5,,,,1,4,2,,3,,2,2,,,,,,,,2,1,2,2,99999998,,,,2,,2,2,0,,,,,,,,,,,,,,2,1,2,1,2,2,,,,,,,,2,,,,2,2
4202,,4,2016,404.8030081,1,0,0,0,0,0,0,0,0,0,0,6600,32623.75,133747.75,2,0,2,1,1,,,,,,,2,1,15000,,99999998,1,99999998,,,,,1979,7,,,1,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,,2,1,99999998,,3,5,2,2,,1,2,2,,,2,,2,,,,,,2,0,2,2,3,3,,78000,,2,1,1,1,,,2,,,,,,,,,,1,,,157,3,5,,,1,6,1,1,2,,1,2,,2,2,,,,,2,1,1,2,1,,12,,99999998,2,2,1,0,,,,,,,,,,,,,,2,2,1,2,2,2,,,,,,,,2,,,,2,1
4204,,4,2016,768.0577831,1,0,0,0,0,0,0,0,0,0,0,0,34941.08333,34941.08333,1,0,1,0,1,,,,,,,2,2,5000,,800000,1,,,,,,1987,1,,,2,,,1,2,1,,,2,,,,2,,,,,,,,,,,,,2,2,2,2,2,2,,2,,,,3,3,3,,,,2,2,,,2,,2,,,,,,2,0,2,1,3,3,,37000,,2,4,2,1,3,6,2,2,,,,,,,,,1,,,,5,6,,,1,4,1,,2,,2,2,3,2,2,,,,,2,2,2,2,2,,2,,2,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
4206,,4,2016,443.5655214,1,0,0,0,0,0,0,0,0,0,0,0,36327,36327,1,0,1,0,1,,,,,,,2,2,1000,,99999998,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,99999998,2,,4,3,2,2,,,,,3,3,2,,,,1,2,,,2,,2,,,,,,2,0,2,2,99999998,3,,,,2,1,2,1,,,,,,,,,,,,,,,,60,2,,,,1,8,,,2,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
4207,,4,2016,267.1093812,2,0,0,0,0,0,0,0,0,0,0,0,30663.25,273063.25,4,2,2,1,1,,99999998,,,99999998,,1,1,30000,,99999998,1,15000,,,,,,,,,,,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,,,2,2,4,4,,2,,2,2,,,2,,2,,,,,8,2,0,2,2,2,3,,,,2,4,2,2,3,7,,2,2,1,1,1,2,1,2,2,4,,,90,3,5,,2,1,4,1,1,2,,1,2,,,,,,,,2,1,1,2,1,,12,,1,2,1,2,99999998,0,,,,,,,,,0,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
4208,,4,2016,360.1231989,2,0,0,0,0,0,0,0,0,0,0,0,35367.33333,35617.33333,2,0,2,1,1,,,,,,,2,1,1000,,,2,,,,,,,,,2100,,,,,,,,,,,2,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,2,,,,,3,2,2,,3,1,1,2,,,2,,2,,,,,8,2,0,2,2,3,2,,,,2,,1,2,99999998,4,,3,2,1,2,2,2,2,1,2,,,,99999998,3,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,2,2,2,2,,3,1,2,1,2,1,0,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,2,,,,2,1
4211,,4,2016,782.7084335,1,0,0,0,0,0,0,0,0,11636.4,0,78000,26460,147596.4,1,0,1,0,1,,2800,,,12000,,2,1,8000,,1800000,1,28500,,,,,2006,7,,,1,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,3,2,1,,2,1,80,,1,3,3,1,,,2,2,,,2,,2,,,,,,2,1,2,1,3,3,,1200000,,2,3,,2,2,4,2,3,,,,,,,,,1,,,80,5,9,,,1,2,1,1,1,1,1,1,,2,2,2,1,2,2,2,2,2,2,2,,1,,1,2,1,4,0,12,2015,31,,,,,,,3,2016,1,,2,2,2,1,2,2,,,,,,,1,2,,,2,2,1
4212,,4,2016,623.0131444,1,0,0,0,0,0,0,0,0,0,0,0,27564,27564,1,0,1,0,1,,99999998,,,,,2,2,20000,,3000000,1,,,,,,1989,12,,,,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,,2,3,2,,2,2,,,3,3,3,,,,1,2,,,2,,2,,,,,,2,1,2,2,3,3,,99999998,,2,3,2,2,3,4,1,2,,,,,,,,,1,,,65,5,3,,,1,4,1,,2,,2,2,,2,2,,,,,2,1,2,2,2,,,,2,,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
